pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,effective_temperature,radius
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,0,5019.54244,32.59359,-31.12557,0.0,5.362,0.206,-0.223,0.0,12.7,,,0.0,1.13,,,0.0,2063.65985,313.69664,-112.19343,0.0,6.493,0.987,-0.353,0.0,Mass,0.343,0.031,-0.026,0.0,,,,,,,,,0,K2 V,4894.0,25.0,-25.0,0.0,0.89,0.01,-0.02,0.0,0.81,0.1,-0.1,0.0,0.3,0.07,-0.07,0.0,[Fe/H],4.49,0.05,-0.11,0.0,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214,0.0593,-0.0591,9.36,0.03,-0.03,7.071,0.026,-0.026,9.06573,0.000244,-0.000244,4678605152248591488,65.1976191272484,-59.40964013591945,22.888845825592387,182.47338294857792,270.01166346822487,9.072492,4815.887,0.8772
HD 27969 b,HD 27969,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,654.5,5.7,-5.8,0.0,1.552,0.032,-0.033,0.0,12.9,,,0.0,1.15,,,0.0,1525.57635,76.27882,-73.10053,0.0,4.8,0.24,-0.23,0.0,Msini,0.182,0.019,-0.019,0.0,0.76,0.13,-0.12,0.0,261.0,11.0,-11.0,0.0,0,G0 V,5966.0,21.0,-21.0,0.0,1.27,0.1,-0.1,0.0,1.16,0.07,-0.07,0.0,0.18,0.02,-0.02,0.0,[Fe/H],4.12,0.04,-0.04,0.0,04h26m49.64s,66.7068364,+42d54m31.39s,42.90872,67.9328,0.3043,-0.3018,7.66,0.03,-0.03,6.202,0.02,-0.02,7.5139,0.000241,-0.000241,228532602782156288,66.70686180605233,42.90869537535159,14.78362816879885,133.88618166983866,-177.6788997205149,7.5266523,5779.5303,1.809
HD 28109 b,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,22.89104,0.00035,-0.00036,0.0,0.1357,0.0034,-0.0034,0.0,2.199,0.098,-0.1,0.0,0.196,0.009,-0.009,0.0,18.496,9.12,-7.609,0.0,0.05819,0.02869,-0.02394,0.0,Mass,0.3307,,,1.0,98.75,,,0.0,881.0,8.0,-8.0,0.0,0,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.13,0.1,-0.1,0.0,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,0.429,-0.427,9.42,0.03,-0.03,8.175,0.023,-0.023,9.29976,0.000323,-0.000323,4668163021600295552,65.23831479701445,-68.10268896916398,7.130482438376878,22.17685358763981,-10.39155215803668,9.3063345,6141.14,1.4559
HD 28109 c,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,56.00819,0.00194,-0.00202,0.0,0.308,0.011,-0.011,0.0,4.23,0.11,-0.11,0.0,0.377,0.01,-0.01,0.0,7.943,4.227,-3.046,0.0,0.02499,0.0133,-0.00958,0.0,Mass,0.1203,,,1.0,29.95,,,0.0,585.0,9.0,-8.0,0.0,1,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.13,0.1,-0.1,0.0,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,0.429,-0.427,9.42,0.03,-0.03,8.175,0.023,-0.023,9.29976,0.000323,-0.000323,4668163021600295552,65.23831479701445,-68.10268896916398,7.130482438376878,22.17685358763981,-10.39155215803668,9.3063345,6141.14,1.4559
HD 28109 d,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,84.25999,0.00744,-0.00662,0.0,0.411,0.016,-0.016,0.0,3.25,0.11,-0.11,0.0,0.29,0.01,-0.01,0.0,5.681,2.738,-2.11,0.0,0.01787,0.00861,-0.00664,0.0,Mass,0.0864,,,1.0,17.37,,,0.0,506.0,9.0,-8.0,0.0,1,F8/G0 V,6120.0,50.0,-50.0,0.0,1.45,0.04,-0.04,0.0,1.26,0.08,-0.08,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.13,0.1,-0.1,0.0,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,0.429,-0.427,9.42,0.03,-0.03,8.175,0.023,-0.023,9.29976,0.000323,-0.000323,4668163021600295552,65.23831479701445,-68.10268896916398,7.130482438376878,22.17685358763981,-10.39155215803668,9.3063345,6141.14,1.4559
HD 28185 b,HD 28185,1,2,Radial Velocity,2001,La Silla Observatory,0,385.52775,0.04362,-0.05554,0.0,1.035,0.042,-0.046,0.0,12.8,,,0.0,1.14,,,0.0,1855.16441,154.46461,-162.09249,0.0,5.837,0.486,-0.51,0.0,Msini,0.055,0.004,-0.003,0.0,,,,,,,,,0,G5,5662.0,11.0,-11.0,0.0,1.03,0.01,-0.01,0.0,0.99,0.13,-0.13,0.0,0.227,0.061,-0.061,0.0,[Fe/H],4.42,0.02,-0.02,0.0,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809,0.0637,-0.0636,7.8,0.03,-0.03,6.185,0.029,-0.029,7.62682,0.00023,-0.00023,3179384931394690304,66.61005801972284,-10.55108371161248,25.48680863068714,84.06959380052719,-59.63698930615632,7.639983,5547.021,1.0828
HD 28185 c,HD 28185,1,2,Radial Velocity,2022,Multiple Observatories,0,17417.92079,293.05032,-672.59695,0.0,13.176,0.518,-0.689,0.0,12.1,,,0.0,1.08,,,0.0,6241.83209,720.19917,-679.19931,0.0,19.639,2.266,-2.137,0.0,Mass,0.12,0.021,-0.022,0.0,,,,,,,,,0,G5,5662.0,11.0,-11.0,0.0,1.03,0.01,-0.01,0.0,0.99,0.13,-0.13,0.0,0.21,0.01,-0.01,0.0,[Fe/H],4.42,0.02,-0.02,0.0,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809,0.0637,-0.0636,7.8,0.03,-0.03,6.185,0.029,-0.029,7.62682,0.00023,-0.00023,3179384931394690304,66.61005801972284,-10.55108371161248,25.48680863068714,84.06959380052719,-59.63698930615632,7.639983,5547.021,1.0828
HD 28192 b,HD 28192,1,1,Radial Velocity,2022,Multiple Observatories,0,14.23283,0.00214,-0.00152,0.0,0.118,0.005,-0.005,0.0,12.2,,,0.0,1.08,,,0.0,99.79812,7.62788,-9.85268,0.0,0.314,0.024,-0.031,0.0,Msini,0.104,0.042,-0.023,0.0,,,,,,,,,0,,5919.87,140.84,-96.45,0.0,1.07,0.04,-0.05,0.0,1.08,0.14,-0.14,0.0,,,,,,4.41,0.07,-0.09,0.0,04h26m48.78s,66.7032517,-01d43m28.14s,-1.7244842,49.8063,0.1416,-0.1409,8.06,0.03,-0.03,6.617,0.024,-0.024,7.89874,0.000389,-0.000389,3205907595694244480,66.70324635338594,-1.72447941045609,20.129978414684302,-38.33161963243191,34.0879474507149,7.9140706,5780.441,1.1136
HD 28254 b,HD 28254,2,1,Radial Velocity,2010,La Silla Observatory,0,1333.0,4.0,-4.0,0.0,2.45,0.03,-0.04,0.0,13.0,,,0.0,1.16,,,0.0,1207.74795,953.48522,-699.2225,0.0,3.8,3.0,-2.2,0.0,Mass,0.95,0.03,-0.04,0.0,,,,,,,,,0,G5 V,5664.0,35.0,-35.0,0.0,1.48,0.06,-0.06,0.0,1.1,0.05,-0.05,0.0,0.06,0.02,-0.02,0.0,[Fe/H],4.12,0.05,-0.05,0.0,04h24m50.60s,66.2108141,-50d37m22.11s,-50.6228081,55.2884,0.0936,-0.0933,7.69,0.03,-0.03,6.006,0.029,-0.029,7.49977,0.000295,-0.000295,4781553628548774656,66.21079947771149,-50.62282803436037,18.12416110086892,-67.27743212197004,-143.67980098908663,7.512529,5468.324,1.6656
HD 284149 AB b,HD 284149 A,2,1,Imaging,2017,Paranal Observatory,0,,,,,431.16,2.93,-2.93,0.0,12.0,,,0.0,1.07,,,0.0,8352.53054,931.23723,-931.23723,0.0,26.28,2.93,-2.93,0.0,Mass,,,,,,,,,2395.0,113.0,-113.0,0.0,0,,6035.0,65.0,-65.0,0.0,1.36,0.33,-0.33,0.0,1.13,0.23,-0.14,0.0,,,,,,4.31,0.09,-0.09,0.0,04h06m38.81s,61.6616887,+20d18m10.92s,20.3030344,117.807,0.713,-0.705,9.57,0.03,-0.03,8.1,0.029,-0.029,9.41967,0.001039,-0.001039,51914888911355776,61.66168963672936,20.30303234562995,8.511804132170274,6.503896045193352,-14.71521185249238,9.43626,6105.0986,1.2416
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,Fred Lawrence Whipple Observatory,0,6.0881,0.0018,-0.0018,0.0,0.06,0.0,0.0,0.0,13.8,,,0.0,1.23,,,0.0,311.4734,31.783,-31.783,0.0,0.98,0.1,-0.1,0.0,Msini,0.09,0.02,-0.02,0.0,,,,,,,,,0,K4.5 V,4503.0,73.0,-73.0,0.0,0.69,0.02,-0.02,0.0,0.82,0.12,-0.12,0.0,0.13,,,0.0,[Fe/H],4.67,0.05,-0.05,0.0,04h07m01.36s,61.755663,+15d20m05.80s,15.3349441,45.0293,0.244,-0.2414,10.49,0.03,-0.03,7.665,0.026,-0.026,10.0404,0.001629,-0.001629,45159901786885632,61.755680961496566,15.334941426173367,22.22862392233613,124.62563850797356,-19.785723427617143,10.051599,4402.094,0.7412
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,380.2,1.6,-1.6,0.0,1.18,0.2,-0.2,0.0,13.5,,,0.0,1.21,,,0.0,490.09386,23.20159,-23.20159,0.0,1.542,0.073,-0.073,0.0,Msini,0.149,0.047,-0.047,0.0,,,,,,,,,0,G8 IV,4972.0,,,0.0,6.48,,,0.0,1.53,,,0.0,-0.11,0.03,-0.03,0.0,[Fe/H],3.06,,,0.0,04h31m25.46s,67.8560643,+04d34m30.90s,4.5752495,189.908,2.3275,-2.3275,8.38,0.03,-0.03,5.775,0.023,-0.023,8.05469,0.000336,-0.000336,3282351760091020672,67.85606445814336,4.575248088049634,5.367787074244448,1.402897593701694,-10.489852762764402,8.0656395,5340.111,6.1022
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,Haute-Provence Observatory,0,1362.3,4.6,-4.0,0.0,2.28,0.07,-0.08,0.0,12.9,,,0.0,1.15,,,0.0,1420.69298,212.94503,-206.58846,0.0,4.47,0.67,-0.65,0.0,Mass,0.459,0.008,-0.008,0.0,,,,,,,,,0,G5,5560.0,45.0,-45.0,0.0,0.85,0.09,-0.09,0.0,0.85,0.08,-0.08,0.0,-0.24,0.02,-0.02,0.0,[Fe/H],4.44,0.03,-0.03,0.0,04h37m52.35s,69.4681379,+60d40m34.67s,60.6762985,30.9939,0.0422,-0.0421,7.76,0.03,-0.03,6.082,0.02,-0.02,7.58565,0.000208,-0.000208,471536354830504448,69.4681555111583,60.67630176290383,32.38513913422993,62.07796163990232,23.43048781900678,7.5985823,5465.065,0.9147
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,La Silla Observatory,0,2443.0,160.0,-160.0,0.0,3.43,0.16,-0.16,0.0,13.3,,,0.0,1.18,,,0.0,772.3269,133.4886,-133.4886,0.0,2.43,0.42,-0.42,0.0,Msini,0.08,0.05,-0.05,0.0,,,,,,,,,0,G8 V,5505.0,63.0,-63.0,0.0,0.95,0.03,-0.03,0.0,0.84,0.2,-0.2,0.0,-0.14,,,0.0,[Fe/H],4.41,0.1,-0.1,0.0,05h23m21.60s,80.8399887,-02d16m40.94s,-2.2780391,56.433,0.1483,-0.1474,8.99,0.03,-0.03,7.271,0.027,-0.027,8.80364,0.000218,-0.000218,3214129537488896896,80.83999323063189,-2.2780525852030795,17.900799443310863,32.47822649788087,-97.25498265400364,8.813305,5443.0786,0.9452
HD 29399 b,HD 29399,1,1,Radial Velocity,2022,La Silla Observatory,0,892.7,5.9,-5.9,0.0,1.913,0.008,-0.008,0.0,13.5,,,0.0,1.21,,,0.0,498.9906,34.96112,-34.96112,0.0,1.57,0.11,-0.11,0.0,Msini,0.05,0.05,-0.05,0.0,,,,,,,,,0,K1 III,4845.0,52.0,-52.0,0.0,4.5,0.11,-0.11,0.0,1.17,0.1,-0.1,0.0,0.14,0.03,-0.03,0.0,[Fe/H],3.25,0.13,-0.13,0.0,04h33m33.68s,68.3903471,-62d49m25.53s,-62.8237576,44.1518,0.1069,-0.1069,5.79,0.03,-0.03,3.777,0.238,-0.238,5.50503,0.001579,-0.001579,4675576135153914368,68.39031136658936,-62.823760166051166,22.723973526677145,-117.5829490417018,-18.72889924235296,5.5130205,4791.047,4.7608
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,0,312.08,1.36,-1.69,0.0,1.117,0.003,-0.004,0.0,13.9,,,0.0,1.24,,,0.0,284.77425,42.27118,-39.72855,0.0,0.896,0.133,-0.125,0.0,Msini,0.269,0.165,-0.15,0.0,,,,,,,,,0,K0 III,4853.0,,,0.0,10.9,0.57,-0.81,0.0,1.91,0.42,-0.22,0.0,0.0,0.1,-0.1,0.0,[Fe/H],2.65,0.09,-0.08,0.0,00h33m10.52s,8.2938367,+54d53m41.34s,54.8948177,110.103,0.657,-0.649,5.9258,0.023,-0.023,3.629,0.246,-0.246,5.64532,0.0008737,-0.0008737,418206501834841600,8.293853625879505,54.89481225467628,9.120480116543993,70.29142827047536,-39.09466528100205,5.6511397,4800.725,10.8758
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,Anglo-Australian Telescope,0,2514.53422,5.21645,-4.34065,0.0,3.604,0.135,-0.147,0.0,12.6,,,0.0,1.12,,,0.0,2670.7121,394.42505,-155.41809,0.0,8.403,1.241,-0.489,0.0,Mass,0.207,0.012,-0.017,0.0,,,,,,,,,0,G8 V,5580.0,12.0,-12.0,0.0,1.02,0.03,-0.03,0.0,0.98,0.12,-0.12,0.0,0.37,0.021,-0.021,0.0,[M/H],4.42,0.03,-0.03,0.0,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867,0.127,-0.1264,8.41,0.03,-0.03,6.715,0.027,-0.027,8.21511,0.000337,-0.000337,4774301387290235136,70.47711380568171,-58.020810113865,18.01900373061337,66.30283697962935,-11.794592484001871,8.226516,5471.964,1.1989
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,Multiple Observatories,0,12085.45186,583.05318,-440.70332,0.0,10.258,0.535,-0.48,0.0,12.7,,,0.0,1.14,,,0.0,1954.6447,415.71956,-108.37949,0.0,6.15,1.308,-0.341,0.0,Mass,0.039,0.005,-0.013,0.0,,,,,,,,,0,G8 V,5580.0,12.0,-12.0,0.0,1.18,0.02,-0.02,0.0,0.98,0.12,-0.12,0.0,0.33,0.05,-0.05,0.0,[Fe/H],4.41,0.12,-0.12,0.0,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867,0.127,-0.1264,8.41,0.03,-0.03,6.715,0.027,-0.027,8.21511,0.000337,-0.000337,4774301387290235136,70.47711380568171,-58.020810113865,18.01900373061337,66.30283697962935,-11.794592484001871,8.226516,5471.964,1.1989
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,Lick Observatory,0,1157.0,27.0,-27.0,0.0,2.34,0.06,-0.06,0.0,13.6,,,0.0,1.21,,,0.0,467.20776,143.02278,-57.20911,0.0,1.47,0.45,-0.18,0.0,Mass,0.76,0.05,-0.05,0.0,,,,,,,,,0,G2 IV,5882.0,10.0,-10.0,0.0,1.61,0.03,-0.03,0.0,1.12,0.07,-0.07,0.0,0.2,,,0.0,[Fe/H],4.07,0.02,-0.02,0.0,04h48m36.71s,72.1529519,-05d40m30.41s,-5.6751152,26.1597,0.0564,-0.0563,5.77466,0.023,-0.023,4.31,0.049,-0.049,5.61828,0.0012342,-0.0012342,3188395880157173120,72.15299536432262,-5.675149745806165,38.24952381381663,311.40639529734136,-248.8338213291832,5.6183434,5774.3833,1.691
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,La Silla Observatory,0,1684.0,61.0,-61.0,0.0,2.69,0.08,-0.08,0.0,14.3,,,0.0,1.27,,,0.0,149.37,19.07,-19.07,0.0,0.47,0.06,-0.06,0.0,Msini,0.18,0.15,-0.15,0.0,,,,,,,,,0,G9 V,5400.0,74.0,-74.0,0.0,0.91,0.04,-0.04,0.0,0.92,0.03,-0.03,0.0,0.13,0.06,-0.06,0.0,[Fe/H],4.37,0.55,-0.55,0.0,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,58.0844,0.0878,-0.0876,9.12,0.03,-0.03,7.329,0.029,-0.029,8.90667,0.000219,-0.000219,4880032624440826112,72.11988977698468,-28.41906858256855,17.2895812303345,237.59111436055903,50.92732776288327,8.914871,5391.611,0.9628
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,W. M. Keck Observatory,0,847.0,20.0,-20.0,0.0,1.85,0.13,-0.13,0.0,13.5,,,0.0,1.21,,,0.0,491.68301,28.92253,-28.92253,0.0,1.547,0.091,-0.091,0.0,Msini,0.061,0.058,-0.058,0.0,,,,,,,,,0,K0 III,4895.0,,,0.0,4.4,,,0.0,1.17,,,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],3.2,,,0.0,04h50m17.88s,72.5745099,-24d22m08.14s,-24.3689282,131.199,0.549,-0.549,7.91,0.03,-0.03,5.657,0.026,-0.026,7.65813,0.000239,-0.000239,4893980371818915456,72.5745127838877,-24.36893087792775,7.596489162722107,18.46912842698273,-19.83687193728765,7.6735206,5014.146,4.7469
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,466.0,3.0,-3.0,0.0,1.26,0.02,-0.02,0.0,14.1,,,0.0,1.26,,,0.0,197.0546,38.1396,-38.1396,0.0,0.62,0.12,-0.12,0.0,Msini,0.3,0.2,-0.2,0.0,,,,,,,,,0,F8,6130.0,22.0,-22.0,0.0,1.75,0.04,-0.04,0.0,1.7,0.25,-0.25,0.0,0.17,,,0.0,[Fe/H],4.18,0.06,-0.06,0.0,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,58.1438,0.1507,-0.1498,7.13266,0.023,-0.023,5.792,0.017,-0.017,6.98479,0.000189,-0.000189,3295354481521174656,73.68230051356961,12.35200441995677,17.115520656831066,90.12829161325638,-42.736133292578,7.001126,5953.043,1.8708
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,16.5535,0.0034,-0.0035,0.0,0.1254,0.0041,-0.0045,0.0,3.22,,,0.0,0.288,,,0.0,10.47,0.89,-0.87,0.0,0.0329,0.0028,-0.0028,0.0,Msini,0.1,0.05,-0.05,0.0,,,,,,,,,0,G2 V,5898.0,13.0,-13.0,0.0,1.07,0.01,-0.02,0.0,0.96,,,0.0,-0.17,0.01,-0.01,0.0,[Fe/H],4.45,0.02,-0.02,0.0,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,0.0408,-0.0408,7.49,0.03,-0.03,6.049,0.018,-0.018,7.33222,0.000169,-0.000169,2972622770521857664,73.90960941536885,-23.2412981603144,26.079606801468795,-65.78903990186954,130.5150471893096,7.3467536,5792.805,1.119
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,51.2053,0.0373,-0.0368,0.0,0.2663,0.0088,-0.0095,0.0,3.85,,,0.0,0.343,,,0.0,14.16,1.28,-1.23,0.0,0.0445,0.004,-0.0039,0.0,Msini,0.04,0.05,-0.03,0.0,,,,,,,,,0,G2 V,5898.0,13.0,-13.0,0.0,1.07,0.01,-0.02,0.0,0.96,,,0.0,-0.17,0.01,-0.01,0.0,[Fe/H],4.45,0.02,-0.02,0.0,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,0.0408,-0.0408,7.49,0.03,-0.03,6.049,0.018,-0.018,7.33222,0.000169,-0.000169,2972622770521857664,73.90960941536885,-23.2412981603144,26.079606801468795,-65.78903990186954,130.5150471893096,7.3467536,5792.805,1.119
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,271.6737,2.1135,-2.2471,0.0,0.8098,0.0273,-0.0293,0.0,3.46,,,0.0,0.309,,,0.0,11.82,1.7,-1.64,0.0,0.0372,0.0053,-0.0052,0.0,Msini,0.24,0.13,-0.13,0.0,,,,,,,,,0,G2 V,5898.0,13.0,-13.0,0.0,1.07,0.01,-0.02,0.0,0.96,,,0.0,-0.17,0.01,-0.01,0.0,[Fe/H],4.45,0.02,-0.02,0.0,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473,0.0408,-0.0408,7.49,0.03,-0.03,6.049,0.018,-0.018,7.33222,0.000169,-0.000169,2972622770521857664,73.90960941536885,-23.2412981603144,26.079606801468795,-65.78903990186954,130.5150471893096,7.3467536,5792.805,1.119
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,157.35,0.1,-0.08,0.0,0.594,0.0,0.0,0.0,13.2,,,0.0,1.18,,,0.0,905.49313,50.85255,-54.34866,0.0,2.849,0.16,-0.171,0.0,Msini,0.028,0.034,-0.019,0.0,,,,,,,,,0,K1 III,4580.0,70.0,-70.0,0.0,10.22,0.87,-0.87,0.0,1.13,0.18,-0.18,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],2.1,0.15,-0.15,0.0,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,122.115,0.306,-0.306,6.43005,0.023,-0.023,3.911,0.036,-0.036,6.11933,0.0003789,-0.0003789,497653157602636928,77.40378114496568,69.63912685218963,8.219153635040415,61.03147342708323,-62.38246137082841,6.1289577,4574.2593,11.0326
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,0,2372.0,26.0,-26.0,0.0,3.41,0.02,-0.02,0.0,13.4,,,0.0,1.19,,,0.0,657.9048,263.79758,-203.41018,0.0,2.07,0.83,-0.64,0.0,Mass,0.07,0.04,-0.04,0.0,,,,,,,,,0,G5 IV,5727.0,32.0,-32.0,0.0,1.11,0.03,-0.03,0.0,0.94,,,0.0,0.11,0.05,-0.05,0.0,[Fe/H],4.41,0.03,-0.03,0.0,05h07m55.68s,76.9820146,+26d19m39.65s,26.3276805,38.0786,0.1009,-0.1003,7.6,0.03,-0.03,6.024,0.016,-0.016,7.42756,0.000303,-0.000303,3421680597955802624,76.98200375071785,26.3276714086822,26.13103722007898,-69.89620471681754,-66.11773181438063,7.4414806,5652.9697,1.1091
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,0,3.38773,8e-05,-8e-05,0.0,0.04,0.0,0.0,0.0,14.3,,,0.0,1.27,,,0.0,152.5584,6.3566,-6.3566,0.0,0.48,0.02,-0.02,0.0,Msini,0.0,,,0.0,,,,,990.0,,,0.0,0,K1,5000.0,21.0,-21.0,0.0,0.84,0.01,-0.01,0.0,0.47,0.04,-0.04,0.0,0.05,,,0.0,[Fe/H],4.26,0.03,-0.03,0.0,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199,45.2989,0.0918,-0.0913,9.36,0.03,-0.03,7.171,0.02,-0.02,9.09159,0.000192,-0.000192,5982775854377691136,237.4054493655,-49.963932709755404,22.004300917377048,-232.7253160218676,-92.4583347962657,9.099297,4905.4365,0.8602
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,621.62,16.11,-16.11,0.0,1.44,0.07,-0.07,0.0,13.6,,,0.0,1.21,,,0.0,476.74261,34.96112,-34.96112,0.0,1.5,0.11,-0.11,0.0,Msini,0.59,0.03,-0.03,0.0,,,,,,,,,0,K0,5544.0,33.0,-33.0,0.0,1.11,0.06,-0.06,0.0,1.03,0.08,-0.08,0.0,0.17,0.03,-0.03,0.0,[Fe/H],4.2,0.08,-0.08,0.0,19h42m28.80s,295.6200054,+31d44m22.36s,31.7395451,50.1928,0.092,-0.0916,8.38,0.03,-0.03,6.649,0.018,-0.018,8.19105,0.000289,-0.000289,2033246455795280896,295.62000279447113,31.739517571495565,19.881877458410614,-15.99208103505645,-198.10227565368436,8.20191,5493.753,1.1096
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,0,330.0,0.4,-0.4,0.0,1.074,0.007,-0.007,0.0,13.7,,,0.0,1.22,,,0.0,400.46379,15.89142,-15.89142,0.0,1.26,0.05,-0.05,0.0,Msini,0.049,0.032,-0.03,0.0,,,,,,,,,0,K0 III,5025.4,23.6,-15.5,0.0,4.17,0.03,-0.07,0.0,1.52,0.03,-0.03,0.0,0.06,0.01,-0.01,0.0,[Fe/H],3.38,0.02,0.0,0.0,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.375,0.5845,-0.5845,7.96,0.03,-0.03,5.792,0.018,-0.018,7.71274,0.000223,-0.000223,2986948238799721216,76.89805484326358,-13.986332697895945,8.27187950328463,-7.488063303282504,33.69339316283618,7.7258577,4924.8345,4.2818
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,W. M. Keck Observatory,0,810.2,3.8,-4.2,0.0,1.955,0.016,-0.012,0.0,13.9,,,0.0,1.24,,,0.0,282.86728,19.0697,-15.89142,0.0,0.89,0.06,-0.05,0.0,Msini,0.081,0.055,-0.047,0.0,,,,,,,,,0,K0 III,5025.4,23.6,-15.5,0.0,4.17,0.03,-0.07,0.0,1.52,0.03,-0.03,0.0,0.06,0.01,-0.01,0.0,[Fe/H],3.38,0.02,0.0,0.0,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.375,0.5845,-0.5845,7.96,0.03,-0.03,5.792,0.018,-0.018,7.71274,0.000223,-0.000223,2986948238799721216,76.89805484326358,-13.986332697895945,8.27187950328463,-7.488063303282504,33.69339316283618,7.7258577,4924.8345,4.2818
